"postal","name","lat","lng"
1348,"Ottignies-Louvain-La-Neuve",50.6738567,4.6151693
1350,"Orp-Jauche",50.6829800,4.9547000
1357,"Hélécine",50.7500000,4.9833330
1360,"Perwijs",50.6239500,4.8150300
1367,"Ramillies",50.6367900,4.9145100
1370,"Geldenaken",50.7233600,4.8711500
1380,"Lasne",50.6873600,4.4813500
1390,"Graven",50.7385816,4.6972809
1400,"Nijvel",50.5886574,4.3308649
1401,"Nijvel",50.6137787,4.3533583
1402,"Nijvel",50.5917437,4.3871558
1404,"Nijvel",50.6041731,4.2619990
1410,"Waterloo",50.7146900,4.3991000
1420,"Eigenbrakel",50.6969022,4.3538379
1421,"Eigenbrakel",50.6560168,4.3350676
1428,"Eigenbrakel",50.6443017,4.3705251
1430,"Rebecq",50.6658280,4.1326285
1435,"Mont-Saint-Guibert",50.6347043,4.6106474
1440,"Kasteelbrakel",50.6802986,4.2689347
1450,"Chastre",50.6081300,4.6356900
1457,"Walhain",50.6165400,4.6954500
1460,"Itter",50.6326887,4.2632352
1461,"Itter",50.6497513,4.2937473
1470,"Genepiën",50.6233954,4.5102727
1471,"Genepiën",50.5977336,4.4346610
1472,"Genepiën",50.6222503,4.4043555
1473,"Genepiën",50.6311704,4.4430615
1474,"Genepiën",50.6272880,4.4766613
1476,"Genepiën",50.5804921,4.4102122
1480,"Tubeke",50.6905400,4.2026000
1490,"Court-Saint-Etienne",50.6422504,4.5680813
1495,"Villers-La-Ville",50.5791942,4.5345409
1500,"Halle",50.7324848,4.2349129
1501,"Halle",50.7379887,4.2611018
1502,"Halle",50.7010009,4.2425767
1540,"Herne",50.7233164,4.0536565
1541,"Herne",50.6997768,3.9822484
1547,"Bever",50.7168215,3.9407323
1560,"Hoeilaart",50.7674863,4.4740458
1570,"Galmaarden",50.7529396,3.9709478
1600,"Sint-Pieters-Leeuw",50.7842441,4.2427430
1601,"Sint-Pieters-Leeuw",50.7882883,4.2955941
1602,"Sint-Pieters-Leeuw",50.8054095,4.2334883
1620,"Drogenbos",50.7875500,4.3164600
1630,"Linkebeek",50.7660500,4.3455900
1640,"Sint-Genesius-Rode",50.7459400,4.3575300
1650,"Beersel",50.7686913,4.3120069
1651,"Beersel",50.7725332,4.2783289
1652,"Beersel",50.7473028,4.3274016
1653,"Beersel",50.7302243,4.2967570
1654,"Beersel",50.7478294,4.2761035
1670,"Pepingen",50.7360287,4.1360863
1671,"Pepingen",50.7812236,4.1737326
1673,"Pepingen",50.7353399,4.1796177
1674,"Pepingen",50.7404048,4.1560806
1700,"Dilbeek",50.8464512,4.2620632
1701,"Dilbeek",50.8340174,4.2346965
1702,"Dilbeek",50.8745835,4.2658227
1703,"Dilbeek",50.8378402,4.2009828
1730,"Asse",50.9054755,4.2048959
1731,"Asse",50.8869790,4.2833417
1740,"Ternat",50.8698353,4.1808317
1741,"Ternat",50.8495390,4.1653390
1742,"Ternat",50.8740836,4.1347029
1745,"Opwijk",50.9715998,4.1869110
1750,"Lennik",50.8086929,4.1614340
1755,"Gooik",50.7952811,4.1180489
1760,"Roosdaal",50.8314294,4.0879776
1761,"Roosdaal",50.8512275,4.1291670
1770,"Liedekerke",50.8689100,4.0872900
1780,"Wemmel",50.9103200,4.3009600
1785,"Merchtem",50.9584200,4.2324400
1790,"Affligem",50.9084000,4.1128100
1800,"Vilvoorde",50.9272700,4.4257500
1804,"Zemst",50.9480716,4.4291786
1820,"Steenokkerzeel",50.9079300,4.5134900
1830,"Machelen",50.9125185,4.4376749
1831,"Machelen",50.8913010,4.4468571
1840,"Londerzeel",51.0031100,4.3026000
1850,"Grimbergen",50.9356235,4.3785596
1851,"Grimbergen",50.9667658,4.3834362
1852,"Grimbergen",50.9530611,4.3638681
1853,"Grimbergen",50.9083671,4.3398332
1860,"Meise",50.9478621,4.3302827
1861,"Meise",50.9695502,4.3085432
1880,"Kapelle-Op-Den-Bos",51.0132400,4.3554100
1910,"Kampenhout",50.9338827,4.5605498
1930,"Zaventem",50.8795024,4.4826212
1931,"Zaventem",50.9078567,4.4573356
1932,"Zaventem",50.8705648,4.4435639
1933,"Zaventem",50.8573308,4.5167076
1950,"Kraainem",50.8610856,4.4592974
1970,"Wezembeek-Oppem",50.8509200,4.4874200
1980,"Zemst",50.9855350,4.4558340
1981,"Zemst",50.9936415,4.5009462
1982,"Zemst",50.9728740,4.4976053
2000,"Antwerpen",51.2198771,4.4011356
2018,"Antwerpen",51.2037695,4.4112637
2020,"Antwerpen",51.1890846,4.3836284
2030,"Antwerpen",51.2763963,4.3624604
2040,"Antwerpen",51.3418306,4.2964605
2050,"Antwerpen",51.2287575,4.3740221
2060,"Antwerpen",51.2269388,4.4276298
2070,"Zwijndrecht",51.2202012,4.3220449
2100,"Antwerpen",51.2145255,4.4731932
2110,"Wijnegem",51.2298187,4.5108981
2140,"Antwerpen",51.2138078,4.4439088
2150,"Borsbeek",51.1966684,4.4856299
2160,"Wommelgem",51.2000000,4.5166670
2170,"Antwerpen",51.2472392,4.4403455
2180,"Antwerpen",51.2817354,4.4299536
2200,"Herentals",51.1768785,4.8356480
2220,"Heist-Op-Den-Berg",51.0633847,4.7210601
2221,"Heist-Op-Den-Berg",51.0460108,4.7625115
2222,"Heist-Op-Den-Berg",51.1083726,4.7731528
2223,"Heist-Op-Den-Berg",51.0277811,4.6960515
2230,"Herselt",51.0523800,4.8806800
2235,"Hulshout",51.0647242,4.8165080
2240,"Zandhoven",51.2021793,4.6554212
2242,"Zandhoven",51.2264531,4.7040702
2243,"Zandhoven",51.1957105,4.6861600
2250,"Olen",51.1440245,4.8599119
2260,"Westerlo",51.0899524,4.9143395
2270,"Herenthout",51.1394506,4.7564892
2275,"Lille",51.2420452,4.8232254
2280,"Grobbendonk",51.1832616,4.7349959
2288,"Grobbendonk",51.1624420,4.7314667
2290,"Vorselaar",51.2025247,4.7708827
2300,"Turnhout",51.3216509,4.9375577
2310,"Rijkevorsel",51.3480600,4.7605400
2320,"Hoogstraten",51.4032970,4.7468218
2321,"Hoogstraten",51.4516115,4.7229316
2322,"Hoogstraten",51.4440580,4.7794791
2323,"Hoogstraten",51.4006985,4.8105746
2328,"Hoogstraten",51.4694102,4.8031381
2330,"Merksplas",51.3581903,4.8635474
2340,"Beerse",51.3211024,4.8288945
2350,"Vosselaar",51.3030836,4.8834494
2360,"Oud-Turnhout",51.3177601,4.9828450
2370,"Arendonk",51.3220490,5.0863348
2380,"Ravels",51.3762015,5.0185568
2381,"Ravels",51.4190551,5.0004736
2382,"Ravels",51.4586402,5.0592852
2387,"Baarle-Hertog",51.4418320,4.9317360
2390,"Malle",51.2968136,4.6942633
2400,"Mol",51.1910870,5.1170647
2430,"Laakdal",51.0873823,5.0242977
2431,"Laakdal",51.0687686,4.9699406
2440,"Geel",51.1625700,4.9908400
2450,"Meerhout",51.1321900,5.0770800
2460,"Kasterlee",51.2405124,4.9674402
2470,"Retie",51.2669664,5.0842508
2480,"Dessel",51.2455742,5.1235191
2490,"Balen",51.1578305,5.2100666
2491,"Balen",51.1338157,5.1606990
2500,"Lier",51.1208918,4.5911588
2520,"Ranst",51.1890940,4.5609095
2530,"Boechout",51.1664397,4.4971700
2531,"Boechout",51.1781205,4.5339282
2540,"Hove",51.1539722,4.4711513
2547,"Lint",51.1270385,4.5003232
2550,"Kontich",51.1352235,4.4448202
2560,"Nijlen",51.1613531,4.6706015
2570,"Duffel",51.0953900,4.5052000
2580,"Putte",51.0547600,4.6286700
2590,"Berlaar",51.1180400,4.6575200
2600,"Antwerpen",51.1923982,4.4347991
2610,"Antwerpen",51.1652924,4.3893798
2620,"Hemiksem",51.1451800,4.3383400
2627,"Schelle",51.1269186,4.3388412
2630,"Aartselaar",51.1333330,4.3833330
2640,"Mortsel",51.1691158,4.4662486
2650,"Edegem",51.1559541,4.4318937
2660,"Antwerpen",51.1771171,4.3532966
2800,"Mechelen",51.0258791,4.4775365
2801,"Mechelen",51.0494135,4.4090115
2811,"Mechelen",51.0236637,4.3986574
2812,"Mechelen",51.0139320,4.5168262
2820,"Bonheiden",51.0222100,4.5480300
2830,"Willebroek",51.0598300,4.3640400
2840,"Rumst",51.0804212,4.4217895
2845,"Niel",51.1106400,4.3320700
2850,"Boom",51.0860800,4.3663300
2860,"Sint-Katelijne-Waver",51.0614235,4.5055555
2861,"Sint-Katelijne-Waver",51.0639394,4.5754857
2870,"Puurs",51.0689760,4.3050065
2880,"Bornem",51.0996057,4.2404586
2890,"Sint-Amands",51.0559500,4.2094600
2900,"Schoten",51.2497532,4.4977063
2910,"Essen",51.4677600,4.4684400
2920,"Kalmthout",51.3988520,4.4581628
2930,"Brasschaat",51.2922700,4.4941900
2940,"Stabroek",51.3347290,4.3716890
2950,"Kapellen",51.3140240,4.4323815
2960,"Brecht",51.3496533,4.6377227
2970,"Schilde",51.2407352,4.5834231
2980,"Zoersel",51.2682227,4.7125694
2990,"Wuustwezel",51.3894040,4.5912302
3000,"Leuven",50.8815197,4.6967578
3001,"Leuven",50.8612986,4.6807730
3010,"Leuven",50.8903660,4.7360777
3012,"Leuven",50.9126170,4.7019807
3018,"Leuven",50.9338612,4.6929276
3020,"Herent",50.9093295,4.6769784
3040,"Huldenberg",50.7885995,4.5880687
3050,"Oud-Heverlee",50.8282606,4.6595340
3051,"Oud-Heverlee",50.8048632,4.6484154
3052,"Oud-Heverlee",50.8247884,4.7106019
3053,"Oud-Heverlee",50.8085156,4.6970956
3054,"Oud-Heverlee",50.8261908,4.6902508
3060,"Bertem",50.8632924,4.6307637
3061,"Bertem",50.8440508,4.5898822
3070,"Kortenberg",50.8855654,4.5374772
3071,"Kortenberg",50.8968496,4.5733837
3078,"Kortenberg",50.8761164,4.5699968
3080,"Tervuren",50.8259500,4.5077500
3090,"Overijse",50.7681029,4.5336216
3110,"Rotselaar",50.9535967,4.7215113
3111,"Rotselaar",50.9515561,4.7717425
3118,"Rotselaar",50.9748563,4.7124551
3120,"Tremelo",50.9956159,4.7159551
3128,"Tremelo",51.0049803,4.7428591
3130,"Begijnendijk",51.0188000,4.7826300
3140,"Keerbergen",51.0057936,4.6320416
3150,"Haacht",50.9789400,4.6413400
3190,"Boortmeerbeek",50.9803397,4.5744373
3191,"Boortmeerbeek",50.9818048,4.5368456
3200,"Aarschot",50.9806151,4.8273810
3201,"Aarschot",51.0091297,4.8957877
3202,"Aarschot",50.9779972,4.8903385
3210,"Lubbeek",50.8813339,4.8292252
3211,"Lubbeek",50.8732792,4.8973531
3212,"Lubbeek",50.8779602,4.7844449
3220,"Holsbeek",50.9248584,4.7861502
3221,"Holsbeek",50.9489726,4.8345841
3270,"Scherpenheuvel-Zichem",50.9742707,4.9785767
3271,"Scherpenheuvel-Zichem",51.0053958,4.9841232
3272,"Scherpenheuvel-Zichem",51.0070048,4.9462512
3290,"Diest",51.0010401,5.0852169
3293,"Diest",50.9800153,5.0276994
3294,"Diest",51.0032297,5.0346516
3300,"Tienen",50.8105700,4.9362200
3320,"Hoegaarden",50.7806488,4.8685676
3321,"Hoegaarden",50.7573406,4.9275167
3350,"Linter",50.8415100,5.0366100
3360,"Bierbeek",50.8279000,4.7598100
3370,"Boutersem",50.8410900,4.8347100
3380,"Glabbeek",50.8602725,4.9583256
3381,"Glabbeek",50.8913432,4.9638352
3384,"Glabbeek",50.8697661,4.9188741
3390,"Tielt-Winge",50.9206968,4.8866603
3391,"Tielt-Winge",50.8934701,4.9135474
3400,"Landen",50.7628602,5.0421020
3401,"Landen",50.7247905,5.0794410
3404,"Landen",50.7710165,5.0941602
3440,"Zoutleeuw",50.8323100,5.1044200
3450,"Geetbets",50.8902757,5.1095641
3454,"Geetbets",50.8935133,5.1546511
3460,"Bekkevoort",50.9426234,4.9856410
3461,"Bekkevoort",50.9131330,4.9423469
3470,"Kortenaken",50.8973765,5.0663974
3471,"Kortenaken",50.8684803,5.0104490
3472,"Kortenaken",50.8897326,5.0015754
3473,"Kortenaken",50.9109915,4.9926901
3500,"Hasselt",50.9215166,5.3447405
3501,"Hasselt",50.8824915,5.3522324
3510,"Hasselt",50.9522942,5.2420255
3511,"Hasselt",50.9652666,5.3019536
3512,"Hasselt",50.9206443,5.2488451
3520,"Zonhoven",50.9870700,5.3671600
3530,"Houthalen-Helchteren",51.0312424,5.3765453
3540,"Herk-De-Stad",50.9392300,5.1671200
3545,"Halen",50.9485000,5.1111700
3550,"Heusden-Zolder",51.0384819,5.2904127
3560,"Lummen",50.9876100,5.1951100
3570,"Alken",50.8760900,5.3076700
3580,"Beringen",51.0473373,5.2214769
3581,"Beringen",51.0882973,5.2419586
3582,"Beringen",51.0712929,5.2708082
3583,"Beringen",51.0495936,5.1707265
3590,"Diepenbeek",50.9108300,5.4133600
3600,"Genk",50.9661300,5.5021000
3620,"Lanaken",50.8919602,5.6398572
3621,"Lanaken",50.9217656,5.6715779
3630,"Maasmechelen",50.9692780,5.6619185
3631,"Maasmechelen",50.9399754,5.7267526
3640,"Kinrooi",51.1455200,5.7411300
3650,"Dilsen",51.0374700,5.7221500
3660,"Opglabbeek",51.0431600,5.5841200
3665,"As",50.9997751,5.5715438
3670,"Meeuwen-Gruitrode",51.0949500,5.5478400
3680,"Maaseik",51.0983869,5.7837674
3690,"Zutendaal",50.9294322,5.5702985
3700,"Tongeren",50.7841900,5.4744900
3717,"Herstappe",50.7265300,5.4260000
3720,"Kortessem",50.8625531,5.3781216
3721,"Kortessem",50.8705543,5.4307377
3722,"Kortessem",50.8528127,5.4198107
3723,"Kortessem",50.8396742,5.3999350
3724,"Kortessem",50.8291852,5.4227110
3730,"Hoeselt",50.8497352,5.4911243
3732,"Hoeselt",50.8415239,5.4494932
3740,"Bilzen",50.8719054,5.5166463
3742,"Bilzen",50.8527715,5.5347905
3746,"Bilzen",50.8721928,5.5621743
3770,"Riemst",50.8089945,5.6012328
3790,"Voeren",50.7464187,5.8409039
3791,"Voeren",50.7335494,5.8895119
3792,"Voeren",50.7264257,5.8239190
3793,"Voeren",50.7554588,5.8684528
3798,"Voeren",50.7605269,5.7669272
3800,"Sint-Truiden",50.8019192,5.2202655
3803,"Sint-Truiden",50.8412002,5.1577164
3806,"Sint-Truiden",50.7797018,5.1337266
3830,"Wellen",50.8436052,5.3362409
3831,"Wellen",50.8291939,5.3310670
3832,"Wellen",50.8459041,5.2857336
3840,"Borgloon",50.8061300,5.3430200
3850,"Nieuwerkerken",50.8647500,5.1886900
3870,"Heers",50.7536800,5.3020900
3890,"Gingelom",50.7498800,5.1332000
3891,"Gingelom",50.7562507,5.1927448
3900,"Overpelt",51.2102694,5.4225379
3910,"Neerpelt",51.2272400,5.4317300
3920,"Lommel",51.2304193,5.3110063
3930,"Hamont-Achel",51.2500000,5.5500000
3940,"Hechtel-Eksel",51.1105222,5.3295958
3941,"Hechtel-Eksel",51.1509150,5.3630586
3945,"Ham",51.1038173,5.1777363
3950,"Bocholt",51.1729100,5.5789900
3960,"Bree",51.1409900,5.5980200
3970,"Leopoldsburg",51.1183684,5.2506950
3971,"Leopoldsburg",51.1096411,5.2331385
3980,"Tessenderlo",51.0642666,5.0881938
3990,"Peer",51.1329000,5.4536000
4000,"Luik",50.6350757,5.5628874
4020,"Luik",50.6423532,5.6279411
4030,"Luik",50.6250840,5.6085724
4031,"Luik",50.6029684,5.5819125
4032,"Luik",50.6146075,5.6216157
4040,"Herstal",50.6787306,5.6288850
4041,"Herstal",50.6835847,5.5820829
4042,"Herstal",50.6937453,5.5674433
4050,"Chaudfontaine",50.5896391,5.6427754
4051,"Chaudfontaine",50.6035965,5.6389098
4052,"Chaudfontaine",50.5587632,5.6365602
4053,"Chaudfontaine",50.5914627,5.6050202
4100,"Seraing",50.5838596,5.4996297
4101,"Seraing",50.6180236,5.4984584
4102,"Seraing",50.5944726,5.5421391
4120,"Neupré",50.5326636,5.4761468
4121,"Neupré",50.5562604,5.4712661
4122,"Neupré",50.5430051,5.5319689
4130,"Esneux",50.5350365,5.5684225
4140,"Sprimont",50.5115650,5.6460921
4141,"Sprimont",50.5236123,5.7183375
4160,"Anthisnes",50.4820511,5.5194716
4161,"Anthisnes",50.4993658,5.5138700
4162,"Anthisnes",50.4868259,5.5019785
4163,"Anthisnes",50.4939446,5.4717462
4170,"Comblain-Au-Pont",50.4740721,5.5626210
4171,"Comblain-Au-Pont",50.5021907,5.5713674
4180,"Hamoir",50.4384106,5.5492373
4181,"Hamoir",50.4269441,5.5722192
4190,"Ferrières",50.4002900,5.6056400
4210,"Burdinne",50.5841100,5.0764300
4217,"Héron",50.5526795,5.0922925
4218,"Héron",50.5304417,5.1259301
4219,"Wasseiges",50.6175400,5.0016200
4250,"Geer",50.6701762,5.1828092
4252,"Geer",50.6558104,5.1990029
4253,"Geer",50.6661936,5.1880439
4254,"Geer",50.6602949,5.1779066
4257,"Berloz",50.6987500,5.2126500
4260,"Braives",50.6282300,5.1488100
4261,"Braives",50.6220710,5.1679273
4263,"Braives",50.6391841,5.1756424
4280,"Hannuit",50.6721500,5.0777600
4287,"Lijsem",50.7128616,5.0305803
4300,"Borgworm",50.6975700,5.2555300
4317,"Faimes",50.6618300,5.2600900
4340,"Awans",50.6668610,5.4628633
4342,"Awans",50.6845723,5.4573801
4347,"Fexhe-Le-Haut-Clocher",50.6653131,5.3994872
4350,"Remicourt",50.6802000,5.3284400
4351,"Remicourt",50.6964370,5.3425216
4357,"Donceel",50.6457700,5.3213800
4360,"Oerle",50.7317500,5.3577000
4367,"Crisnée",50.7173633,5.3977032
4400,"Flémalle",50.6018700,5.4433500
4420,"Sint-Niklaas (Prov. Luik)",50.6446427,5.5212279
4430,"Ans",50.6602130,5.5265524
4431,"Ans",50.6630629,5.4997713
4432,"Ans",50.7011183,5.4869132
4450,"Juprelle",50.7096477,5.5267686
4451,"Juprelle",50.6901211,5.5490053
4452,"Juprelle",50.7308832,5.5182224
4453,"Juprelle",50.7104902,5.5441237
4458,"Juprelle",50.7175592,5.5792996
4460,"Grace-Hollogne",50.6341200,5.4756600
4470,"Saint-Georges-Sur-Meuse",50.6000700,5.3575600
4480,"Engis",50.5832252,5.4037136
4500,"Hoei",50.5186775,5.2396514
4520,"Wanze",50.5344760,5.2141011
4530,"Villers-Le-Bouillet",50.5699683,5.2662704
4537,"Verlaine",50.6063300,5.3172900
4540,"Amay",50.5482572,5.3096349
4550,"Nandrin",50.5071610,5.4198582
4557,"Tinlot",50.4777355,5.3788180
4560,"Clavier",50.4114788,5.3636242
4570,"Marchin",50.4651700,5.2420400
4577,"Modave",50.4423750,5.3007316
4590,"Ouffet",50.4381000,5.4653800
4600,"Wezet",50.7436241,5.6866789
4601,"Wezet",50.7020048,5.6881623
4602,"Wezet",50.6855173,5.6760905
4606,"Dalhem",50.6965559,5.7506082
4607,"Dalhem",50.7205105,5.7331059
4608,"Dalhem",50.7180072,5.7837597
4610,"Beyne-Heusay",50.6216144,5.6558962
4620,"Fléron",50.6179541,5.6845374
4621,"Fléron",50.6311006,5.6988945
4623,"Fléron",50.6034013,5.6830626
4624,"Fléron",50.6055605,5.6632658
4630,"Soumagne",50.6162143,5.7372708
4631,"Soumagne",50.6417979,5.7051648
4632,"Soumagne",50.6559263,5.7230825
4633,"Soumagne",50.6443802,5.7462340
4650,"Herve",50.6317827,5.8425762
4651,"Herve",50.6288454,5.7972685
4652,"Herve",50.6030928,5.7719110
4653,"Herve",50.6595214,5.7557256
4654,"Herve",50.6700471,5.8058064
4670,"Blégny",50.6792685,5.7246643
4671,"Blégny",50.6605117,5.6825667
4672,"Blégny",50.6937122,5.7076349
4680,"Oupeye",50.7127029,5.6261513
4681,"Oupeye",50.7154079,5.6777552
4682,"Oupeye",50.7369829,5.6086936
4683,"Oupeye",50.6957039,5.6546199
4684,"Oupeye",50.7372708,5.6566362
4690,"Bitsingen",50.7591324,5.6100672
4700,"Eupen",50.6133173,6.1011205
4701,"Eupen",50.6523157,6.0518359
4710,"Lontzen",50.6816693,5.9875637
4711,"Lontzen",50.6838671,6.0458144
4720,"Kelmis",50.7193507,6.0118307
4721,"Kelmis",50.7239872,6.0255506
4728,"Kelmis",50.7081998,6.0285772
4730,"Raeren",50.6770198,6.1097331
4731,"Raeren",50.7018163,6.1011403
4750,"Butgenbach",50.4266339,6.2042885
4760,"Bullingen",50.3739957,6.3042715
4761,"Bullingen",50.4559831,6.3227426
4770,"Amel",50.3542165,6.1694635
4771,"Amel",50.3575950,6.2239870
4780,"Sankt-Vith",50.2797224,6.1304560
4782,"Sankt-Vith",50.2784703,6.2509933
4783,"Sankt-Vith",50.2566039,6.1762009
4784,"Sankt-Vith",50.2836736,6.0551459
4790,"Burg-Reuland",50.1966077,6.1376625
4791,"Burg-Reuland",50.2209976,6.0669593
4800,"Verviers",50.5910337,5.8655774
4801,"Verviers",50.5949834,5.9019344
4802,"Verviers",50.5758482,5.8700528
4820,"Dison",50.6125223,5.8534370
4821,"Dison",50.6189389,5.8910045
4830,"Limburg",50.6036651,5.9357239
4831,"Limburg",50.6279490,5.9184812
4834,"Limburg",50.5951412,5.9498994
4837,"Baelen",50.6301763,5.9692046
4840,"Welkenraedt",50.6568973,5.9630388
4841,"Welkenraedt",50.6691380,5.9271962
4845,"Jalhay",50.5587986,5.9663024
4850,"Plombières",50.7193635,5.9635214
4851,"Plombières",50.7483328,6.0082797
4852,"Plombières",50.7213076,5.9254218
4860,"Pepinster",50.5682638,5.8033087
4861,"Pepinster",50.5919515,5.7863275
4870,"Trooz",50.5786521,5.6730779
4877,"Olne",50.5900502,5.7466036
4880,"Aubel",50.7021296,5.8592295
4890,"Thimister-Clermont",50.6542116,5.8640147
4900,"Spa",50.4924300,5.8643200
4910,"Theux",50.5350997,5.8141884
4920,"Aywaille",50.4731800,5.6758400
4950,"Weismes",50.4148914,6.1115604
4960,"Malmedy",50.4246396,6.0283276
4970,"Stavelot",50.3941099,5.9304135
4980,"Trois-Ponts",50.3528769,5.9177072
4983,"Trois-Ponts",50.3591924,5.7923506
4987,"Stoumont",50.4068428,5.8086149
4990,"Lierneux",50.2848031,5.7950312
5000,"Namen",50.4592670,4.8504571
5001,"Namen",50.4707116,4.8224930
5002,"Namen",50.4777441,4.8398830
5003,"Namen",50.4935323,4.8470976
5004,"Namen",50.4782959,4.8911893
5020,"Namen",50.4824156,4.7921081
5021,"Namen",50.4973145,4.9320005
5022,"Namen",50.5165140,4.9072348
5024,"Namen",50.4957312,4.9692414
5030,"Gembloux",50.5742906,4.7016542
5031,"Gembloux",50.5766743,4.7707367
5032,"Gembloux",50.5340480,4.6699982
5060,"Sambreville",50.4467340,4.6307350
5070,"Fosses-La-Ville",50.3945500,4.6961700
5080,"La Bruyère",50.5073930,4.8150906
5081,"La Bruyère",50.5496279,4.7973573
5100,"Namen",50.4198861,4.9246444
5101,"Namen",50.4556222,4.9371624
5140,"Sombreffe",50.5287100,4.5884000
5150,"Floreffe",50.4340500,4.7592200
5170,"Profondeville",50.3756621,4.8674002
5190,"Jemeppe-Sur-Sambre",50.4630907,4.6786862
5300,"Andenne",50.4911522,5.0964543
5310,"Eghezée",50.5926500,4.9036500
5330,"Assesse",50.3777222,4.9421604
5332,"Assesse",50.3507246,4.9685315
5333,"Assesse",50.3896895,5.0253340
5334,"Assesse",50.3772652,5.0730382
5336,"Assesse",50.3912880,4.9881871
5340,"Gesves",50.4024613,5.0755536
5350,"Ohey",50.4145401,5.1673861
5351,"Ohey",50.4464795,5.1481975
5352,"Ohey",50.4556588,5.1749645
5353,"Ohey",50.4515615,5.2087116
5354,"Ohey",50.4345429,5.1836073
5360,"Hamois",50.3453749,5.0922322
5361,"Hamois",50.3096564,5.1980541
5362,"Hamois",50.3339858,5.1744391
5363,"Hamois",50.3340230,5.1151291
5364,"Hamois",50.3648227,5.1207437
5370,"Havelange",50.3647074,5.2395547
5372,"Havelange",50.3547686,5.3442156
5374,"Havelange",50.3534851,5.3157560
5376,"Havelange",50.3695608,5.2467237
5377,"Somme-Leuze",50.3399215,5.3700866
5380,"Fernelmont",50.5500000,4.9833330
5500,"Dinant",50.2340362,4.9169434
5501,"Dinant",50.2896600,4.9453168
5502,"Dinant",50.2875513,4.9946536
5503,"Dinant",50.2562527,5.0015126
5504,"Dinant",50.2378154,4.9895742
5520,"Onhaye",50.2425159,4.8379125
5521,"Onhaye",50.2580031,4.7756040
5522,"Onhaye",50.2855873,4.7957727
5523,"Onhaye",50.2635397,4.8291483
5524,"Onhaye",50.2435358,4.8133387
5530,"Yvoir",50.3269678,4.8778583
5537,"Anhée",50.3106400,4.8782900
5540,"Hastière",50.2127777,4.8080740
